Gene	S00022	S00050	S00472	S00501	S00827	S00830	S00836	S00837	S01453	S01494	S01556	S01563	S01698	S01728	S01792
PI16	0	0.739953	0	0.436026	0	0.540616	0.468214	0.151213	0	0.151876	0	0.41035	0	0	0
PI3	0	0	0	1.16844	0	0	1.56946	0	0	0	0	1.22302	3.11718	3.5857	135.102
PI4K2A	10.5385	6.26696	5.62136	12.7203	9.39522	14.0113	8.67945	9.39557	10.5337	20.3887	7.08657	13.6816	15.3509	11.5439	7.77687
PI4K2B	23.2065	27.1868	13.8342	13.9143	10.9062	14.0347	12.8357	13.4497	12.4959	3.26123	12.169	18.7515	9.13909	22.7788	11.3425
PI4KA	57.2533	67.1018	49.8504	34.7356	40.2291	26.0772	36.4095	45.9892	25.6921	53.462	21.4835	34.4549	106.423	15.7588	27.9143
PI4KB	1.22334	3.41385	7.1661	5.05926	3.34355	5.30964	6.96297	5.91332	1.98373	3.33625	10.5685	8.46701	3.84514	6.33932	6.83131
PIAS2	15.1232	20.118	18.8044	15.2805	10.856	17.1527	20.5696	13.3463	11.8875	11.1578	8.70496	9.32742	10.4552	14.2208	13.2051
PIAS4	17.5567	13.0687	24.3164	9.00018	15.8936	10.2735	6.68939	8.54912	11.4388	19.9275	21.6645	17.2443	21.9107	14.5817	17.2394
PIBF1	7.98167	6.90528	2.49633	4.63456	6.55895	2.88303	3.17706	2.27843	7.07931	6.39704	8.48649	6.79289	6.15298	4.04054	5.12405
PICALM	21.9015	23.3931	13.7662	11.4865	33.5594	18.1406	18.286	36.1706	21.846	37.9935	18.797	12.1584	21.1298	18.0599	13.8215
PICK1	4.67186	5.88209	5.74374	2.08875	4.01816	2.51335	4.4738	0.890705	2.73928	3.63024	3.87917	4.2149	2.69993	1.37054	2.02875
PID1	8.33621	4.09942	0.060077	13.0704	4.22997	5.57299	5.42065	0.766104	4.90766	0.024803	0.392546	5.76534	7.39238	3.32456	0.876687
PIGA	7.44752	5.52649	5.65646	4.53725	6.88736	3.6811	5.68245	6.99065	13.1495	6.43189	1.63105	4.55053	6.75748	2.58259	5.65963
PIGC	12.9792	14.7603	19.8494	25.0482	19.4755	19.2967	14.4967	31.1907	23.0594	28.5076	21.6653	36.507	22.1624	25.4866	23.6448
PIGF	14.529	14.0548	6.57333	19.406	17.5705	12.5239	15.3771	18.5788	11.3975	35.3333	14.5207	15.3613	10.9233	18.3737	11.4733
PIGG	5.44173	0.685426	1.65195	0.940854	2.18349	0.996639	1.134	0.54182	0.57282	0.835904	4.25983	0.450474	0.197658	1.19912	1.1619
PIGH	20.9049	20.8451	18.5934	15.7676	12.1885	18.9702	14.0949	10.0963	27.3387	35.7911	16.2	14.0523	15.7435	19.3129	24.3611
PIGK	14.6174	12.4461	8.6314	9.72961	9.56058	6.92481	13.6505	10.2014	13.0039	8.67026	8.39022	6.38121	9.33278	13.148	11.6074
PIGL	1.50142	1.59057	1.05154	3.51762	2.17234	0.771655	2.40595	2.17458	2.46791	2.17098	2.68407	2.74106	2.5472	1.79146	1.86138
PIGM	4.70754	5.41153	5.30289	5.15009	5.39838	4.70356	4.04667	6.93041	5.90835	6.48194	8.30421	7.81073	5.37973	6.60427	7.09122
PIGO	4.09877	4.62542	11.6831	9.90841	5.13419	5.69948	12.103	9.38119	10.6716	7.80143	6.77023	14.1154	6.3659	8.80014	7.03166
PIGP	10.203	15.7615	3.84609	1.48114	9.22415	4.89029	7.73402	3.7717	3.87639	5.80908	2.27895	3.74168	3.99303	8.60053	5.44594
PIGQ	6.26576	16.1848	12.4008	9.1952	6.00265	13.4545	5.83878	12.8647	9.90202	5.4398	5.83301	12.3435	7.96481	16.2799	11.0345
PIGR	0.189169	0.175284	8.47148	20.6361	0.583503	0.40491	35.3878	10.1832	0.321573	0	0	23.5526	7.57583	61.225	3.471
PIGS	25.5041	23.984	29.0525	38.8035	26.7577	24.561	18.0399	28.2379	29.0682	29.463	43.6237	26.7407	21.2738	44.0549	26.3988
PIGT	43.7471	41.3342	97.1511	119.64	43.505	46.1423	68.2101	55.6225	76.567	46.568	91.7056	55.2993	57.4286	110.451	66.8925
PIGV	5.78872	5.82994	4.71485	6.95062	2.02901	4.7137	3.70311	6.29535	4.38111	4.41686	4.39765	6.55376	4.19321	10.4438	6.22192
PIGW	9.02785	13.6251	14.5237	17.5992	10.707	6.4112	7.53623	9.82775	9.08156	14.7994	14.4984	10.26	12.8732	12.5326	16.0836
PIGZ	2.01784	6.52177	2.72048	0.943504	1.97417	1.69662	1.40499	5.19178	4.0595	3.00209	0.923933	2.56997	2.77773	7.59303	3.72728
PIH1D1	39.7183	39.6275	63.0226	50.4404	40.4702	48.5328	32.7233	52.1606	34.6334	32.3745	54.2586	50.2121	36.6315	39.3081	29.4403
PIH1D2	1.48587	2.75737	2.33661	1.02422	1.22438	1.06652	2.01849	0.962299	1.05349	1.12525	2.61232	1.18226	1.47361	2.45544	1.86827
PIK3AP1	0.940504	2.97394	3.71623	9.75394	9.68057	12.4904	5.46894	13.5461	5.63954	3.3812	2.37689	7.87529	9.40772	7.78252	2.58123
PIK3C2A	9.7986	12.1055	7.62033	9.99238	6.78156	6.18372	9.94827	14.7484	9.59663	12.0676	9.3919	8.70265	9.1072	5.58885	10.3619
PIK3C2B	4.43956	6.16352	1.75643	3.15444	1.94778	7.40965	4.39152	11.8319	3.52672	4.46105	23.8193	5.403	4.37436	8.76137	5.81941
PIK3C3	11.7212	22.6582	17.6777	14.9013	18.7009	18.5841	15.1323	14.5303	13.9669	10.8905	13.5758	11.966	18.1188	12.8779	21.1914
PIK3CA	12.6802	9.04164	19.0758	20.0351	10.9535	11.7885	15.5504	12.9267	26.0036	5.88168	6.00595	10.0958	8.39656	11.9183	15.2825
PIK3CB	18.4286	14.5575	7.72729	9.90184	8.06491	8.57757	10.8521	19.0787	23.5913	12.0014	6.99842	8.66024	6.50515	3.14364	6.4621
PIK3CD	3.9811	4.57699	0.502207	4.54875	2.63686	8.67031	4.0128	6.45314	2.38274	0.995794	0.977571	7.65245	6.39203	2.22368	0.2701
PIK3CG	0.194056	0.878932	0.672908	2.51125	1.2978	5.34668	1.8099	26.9916	0.602776	0.637364	1.51058	2.60299	2.06584	0.325738	0.583439
PIK3IP1	18.5113	9.90089	32.9448	30.7908	9.25609	28.5597	11.1195	20.4921	19.7651	3.76426	8.13698	28.3629	26.2138	20.967	18.049
PIK3R1	8.45371	10.2852	5.18307	5.44848	15.4594	7.88023	6.84154	10.8416	6.77013	6.77095	3.61601	9.70303	7.00998	5.5182	8.48788
PIK3R2	44.2568	63.2508	57.3125	21.9612	61.0944	20.8808	27.2859	13.0777	42.8821	30.5855	41.8657	48.1696	54.7417	36.6125	56.0674
PIK3R3	42.1105	72.5423	12.7182	9.13698	25.557	10.1098	20.1055	10.53	30	16.7429	14.0481	23.611	15.5136	7.49159	33.728
PIK3R4	9.18794	17.2723	10.7043	20.2708	11.1548	12.8253	13.4448	16.6104	24.4448	20.5459	11.4062	15.2674	11.6546	23.5073	14.1528
PIK3R5	0.286555	1.07902	2.23832	2.24479	2.37497	4.60655	1.71461	38.829	1.09255	1.30619	39.7138	4.89928	2.37023	0.332643	0.34514
PILRA	0.766652	0.253274	1.62866	3.06223	1.76244	9.47232	3.25699	5.77967	0.845367	1.79212	1.31794	6.87241	4.0985	0.480292	0.495082
PILRB	22.6294	20.9972	39.588	8.4095	37.5456	15.3388	25.5897	18.8947	20.2331	20.4814	8.66801	26.0853	13.6441	25.5024	28.1756
PIM2	6.07194	13.2545	29.165	26.1323	11.753	89.2727	26.3799	39.3738	11.0553	15.5087	13.4615	46.7081	34.7508	10.066	8.5364
PIM3	68.2633	23.0696	158.723	47.1412	41.0385	29.5674	40.8971	29.3179	61.5022	26.4192	21.0261	38.0422	42.5531	33.3897	48.1286
PIN1	74.5299	79.8136	68.4088	36.881	92.2342	30.2148	42.3693	25.0411	40.5966	71.0955	68.5041	41.2318	67.43	62.8987	67.0846
PIN4	4.99734	3.52446	0.169648	1.28695	4.30485	0.57066	0.285045	0.009331	4.04788	10.1234	2.9186	0.444451	3.17781	3.49528	1.7461
PINK1	67.3094	32.1752	45.7867	28.5487	33.3555	30.7804	40.9771	19.1047	46.4793	34.0108	31.6787	35.556	31.3094	50.212	41.6191
PIP	0	0	0	0	0	0	1.31075	0	0	0	0	0	0	1.67488	0
PIP4K2C	22.1405	11.4048	29.6139	32.52	20.7259	14.41	47.5251	20.4752	27.1182	27.3607	13.2525	20.5891	30.0272	36.9316	16.0541
PIP5K1A	4.31168	0.61119	1.81179	2.61246	4.29242	0.097607	0.127773	0.082972	0.582567	5.26008	5.32779	2.46684	2.05577	3.64947	0.644728
PIP5K1B	1.52399	0.724777	4.7893	5.69773	4.59396	2.14473	8.73471	11.4761	11.1936	0.140177	15.5699	1.80231	0.62414	0.39329	7.18377
PIP5K1C	15.0148	7.71192	17.006	6.69645	16.0817	7.19322	6.27578	3.53419	13.1459	9.73033	0.733858	13.3028	23.9985	5.85132	18.1786
PIP5KL1	0.280132	0.489441	0.350318	1.17502	0.166134	0.608566	2.13881	0.333768	0.429468	0	0.526683	0.566913	0.118778	0.586641	0.080067
PIPOX	1.43981	6.06968	7.65809	6.65258	11.5592	1.99409	4.42547	0.475461	12.471	2.3264	0.298386	2.20682	2.29742	6.35656	0.92287
PIR	9.57287	3.2771	5.0403	3.87106	1.68496	2.41214	6.99002	26.1714	7.85315	15.113	8.68739	4.15078	0.731339	3.0075	11.4259
PISD	17.0468	16.6431	7.00392	11.4386	4.75022	12.5602	4.08035	8.17243	5.78902	3.82409	2.72205	22.8324	7.3195	9.69128	7.7562
PITPNB	39.4091	34.7018	26.0666	33.8442	32.8385	20.6854	34.4785	25.2943	22.7707	37.3232	31.069	31.2695	25.8339	20.6977	32.9066
PITPNM1	16.0237	22.5523	21.7531	14.101	19.6133	14.1836	12.5267	13.5407	8.74016	30.4434	7.59666	14.4076	15.1653	19.416	4.279
PITPNM2	3.21594	1.56055	3.5066	2.31659	1.85848	1.91132	2.29376	3.18444	1.15412	1.70896	2.01215	2.57356	2.13113	0.914718	0.752211
PITPNM3	0.971243	1.19176	0.213795	0.207041	1.46948	0.200656	1.39666	0.732193	2.04239	0.747099	1.89292	1.01974	0.537064	1.05735	0.727474
PITX1	7.49504	8.21281	13.5927	19.6634	4.02881	1.34234	2.10275	10.2048	3.86795	28.6539	14.3542	1.60282	1.79772	13.5539	3.2767
PITX2	0.154452	3.54631	0	0	4.19429	0.042938	0	0.812355	0.436132	0	1.29819	0.183716	0	0	0
PITX3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIWIL1	0	0.181365	0	1.45892	0.438936	0	0	0	0	0	0	0.160153	0	0	0
PIWIL2	0.119124	0.722243	0.086475	2.99121	0.1677	1.99	0.56763	16.2104	1.13806	1.48809	0.035662	1.83512	2.75228	5.23427	2.33099
PIWIL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIWIL4	0.876208	0.656693	0.746817	0.332322	1.33961	1.27908	0.72104	0.434506	0.553608	0.68257	0.300172	1.70086	1.14601	1.23866	1.02102
PJA1	21.6683	29.2482	21.0473	11.7782	24.663	18.732	17.9153	9.61171	18.7215	25.8881	13.5725	20.2774	25.1593	27.1213	31.9598
PJA2	45.9614	53.0702	36.8631	37.0593	30.4921	29.1965	42.33	31.8248	28.0039	23.7209	20.6123	25.4629	36.6835	30.0645	44.7368
PKD1	18.2483	18.9826	45.2439	9.02707	26.5227	22.5975	42.4591	15.5744	27.1696	6.89506	15.8644	17.1391	18.2142	21.8922	22.6323
PKD1L1	0.081799	0	0.074673	0.043937	0.07187	0.125978	0.075029	0.128268	0.033331	0.035519	0.077554	0.109094	0	0.059091	0.187306
PKD1L2	0	0.137238	0	0	0.016669	0.011022	0	0	0	0	0	0.364058	0.154996	0	0
PKD2	4.63489	4.63919	6.58101	5.07864	6.2937	10.0528	7.29791	9.73623	8.03171	5.50854	6.08189	10.0479	5.17609	8.51423	11.0752
PKD2L1	1.2556	0.05335	0.136011	0.041714	1.56179	0.029918	2.01176	0.041521	0.375487	0.119488	0.033017	1.72012	0.064812	0	0
PKD2L2	0.00014	0.000321	0.000528	0.000339	0.000234	0.000334	0.000232	0.000379	0.031062	0.000275	0.000385	0.00031	0.000192	0.000438	0.000248
PKDREJ	0.21311	0.317507	0.085582	0.109255	0.079388	0.381681	0.258118	0.228037	0.500311	0.086178	0	0.314604	0.134623	0.069373	0.236878
PKHD1	0	0	0	0	0.007625	0.000932	0.061924	0.14219	0.068964	0	0	0.035021	0	0.017195	0.022181
PKIA	20.3603	27.1351	0	3.25391	16.9975	11.3667	6.382	0.779827	23.9575	20.552	13.6881	4.25212	7.33372	10.1406	19.0323
PKIB	19.1313	37.666	29.7995	12.6254	105.013	7.23273	48.7835	3.10138	58.912	0	0.620092	15.6674	22.0131	10.3339	19.2198
PKIG	20.4728	13.0144	12.9209	10.9462	19.9803	9.24622	19.2321	11.6028	28.8159	24.8213	50.9257	18.2734	12.2984	10.3139	19.3391
PKMYT1	11.621	27.0543	30.1587	11.6842	15.5452	9.55077	39.0333	19.5528	21.6403	16.944	34.479	14.7134	15.6215	18.7104	26.6881
PKN1	72.3055	115.657	101.06	81.299	112.135	58.501	61.0893	43.8469	82.3219	80.4593	142.259	89.9932	140.871	91.8204	121.04
PKN2	26.1588	12.9925	10.0883	10.8781	8.4378	9.56314	13.6334	18.2984	19.5587	33.5099	18.7915	13.8836	9.5066	17.0836	20.5117
PKN3	2.58418	16.9078	7.71149	3.42246	8.39467	4.10939	1.233	6.08641	5.76206	12.529	0.72104	4.63331	5.96687	6.80748	7.53331
PKNOX1	11.1424	14.5725	9.50513	10.3284	11.5352	7.16576	7.37362	7.56021	10.7813	8.44743	11.4108	9.12786	12.6408	11.3195	10.572
PKNOX2	0.32417	1.96631	0.474877	0.373194	1.23512	0.289001	0.425278	0.916298	0.616545	10.9055	4.32507	2.08913	0.602346	0.332073	0.381101
PKP1	0.100977	0.20336	0.100255	0.268523	3.19929	0.240795	0.387977	21.0933	19.6544	18.0333	3.29167	2.65227	2.9489	0.179321	3.19443
PKP2	10.9589	13.1166	11.8896	13.0948	13.3746	5.53817	11.317	0.251545	8.08688	6.50164	11.2797	11.337	7.69546	4.06748	4.83474
PKP3	3.08813	0.518267	14.2522	13.844	10.9848	3.53094	7.05173	31.5455	5.64893	21.2955	40.1486	8.21775	14.0192	13.7651	9.59296
PLA1A	0.223934	0.408107	0.759593	2.11271	1.12913	2.88618	3.36584	2.69167	1.56417	7.35869	0.944667	3.93327	3.50482	1.45086	1.16086
PLA2G10	0	0	0.70395	0.510576	0	0.413146	1.01761	1.26637	0.93315	0	0	1.21211	0.226505	3.68015	0
PLA2G12A	10.4468	19.0511	14.0293	12.3368	10.0909	9.81088	12.1017	9.0022	19.1925	13.3904	30.5573	17.9616	6.29277	20.66	11.3686
PLA2G12B	0	0	0	0	0	0	0	0	0	17.1421	0	0.338581	0	1.26157	0
PLA2G1B	0	0	0	0	0	0	0.853952	1.38328	0	0	0	2.97254	0	0.812731	1.82098
PLA2G2A	0	0	0	1.97973	0.22116	0.525883	0.041271	1.84188	0	0.527714	0	1.3054	2.42374	0	0.550236
PLA2G2D	0.233379	3.31189	0.99702	17.8906	1.70934	37.5042	5.85592	7.11804	0.475368	0.334243	0.483538	12.1564	11.2316	0.69872	0
PLA2G2E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G3	0.526932	1.43009	2.19433	2.2413	0.092922	0.261094	1.83647	0.650388	1.29428	0	0	0.477517	0.5155	1.20929	0
PLA2G4A	0	0.267336	0.35263	1.10884	0.735869	1.35614	0.982223	1.31073	0.377417	4.42979	72.1369	1.23379	0.909525	0.595059	0.506827
PLA2G4C	0.459506	1.31881	3.61232	6.64719	1.52864	2.83905	1.03546	1.81787	1.712	8.19116	2.06184	3.22941	1.61233	1.96205	2.30714
PLA2G4D	1.68908	2.0484	0.477761	0.168733	0.345946	0.317248	0.340969	9.56331	3.5659	0	0	1.57868	0.676966	2.9481	1.02697
PLA2G4F	0.13424	0.281495	0.058696	0.426761	0.119787	0.028996	0.064684	0.542879	1.81072	0	0.118891	2.78774	0.10312	1.55315	0
PLA2G5	0.267565	0.820626	0.404448	0.50841	0.203677	0.502844	0.153256	0.552191	0.441978	0	1.34834	0.65935	0.305734	0.530897	0.640151
PLA2G6	2.47618	2.97261	7.01425	2.90151	0.752938	1.7295	1.99927	0.67656	1.08189	0.56723	6.45653	4.3328	2.57546	4.29541	5.42246
PLA2G7	1.73612	3.27641	1.95552	8.68519	3.92916	20.5319	8.03403	16.6047	3.52443	7.51886	4.92842	18.9005	11.2364	1.0925	1.61604
PLA2R1	0.102255	0.149504	0.254247	0.654906	0.41956	0.507181	0.357585	1.25193	0.51324	0.321196	0.177079	0.910829	0.427631	0.440496	0.868941
PLAC1	0	0.570897	0	0	0	0	0	0	0	0	0	0	0.344094	0	0.660521
PLAC8	1.6442	1.70096	2.67415	4.65839	1.3317	4.57224	5.28203	45.8715	1.02849	0.349398	0	3.81828	2.45412	2.46968	5.52525
PLAC8L1	0.62357	0	0	0	0	0	0.798218	0	0	0	1.0976	0	0.53236	0	0
PLAC9	0.836869	1.57018	2.18444	0.805069	3.27087	2.29659	2.49078	1.84096	2.00041	0.645744	3.77881	7.0835	1.55803	5.99239	8.60576
PLAG1	0.651628	0.080198	0.161767	0.512912	0.414686	0.457255	0.280188	3.16883	0.515803	0.865019	2.61948	1.39046	0.64522	0.562231	0.414623
PLAGL1	2.22414	0.433171	0.395046	0.858075	1.26144	1.30762	0.634322	6.41507	0.457425	4.29629	4.19395	5.69461	1.13759	0.621152	1.2057
PLAGL2	7.32303	5.90978	8.10353	6.84746	10.0801	5.40534	7.26095	17.7102	8.90252	14.9475	7.29096	8.4853	8.03581	14.1961	7.31877
PLAT	2.4601	2.76628	9.98442	12.9059	9.88425	7.14636	8.10876	10.2086	4.45596	2.24519	3.20938	11.4702	16.0368	15.8945	21.3524
PLAU	5.63682	4.25946	16.6533	23.2363	6.44958	43.4837	13.135	34.64	18.6949	7.76968	4.81375	21.583	35.1386	40.5493	15.5463
PLAUR	1.61992	3.29978	13.0453	20.0045	8.85489	17.9681	12.3181	20.9185	9.89703	9.81607	3.4279	10.8165	25.9543	13.0636	9.44712
PLB1	0.280494	0.75272	0.333256	0.445937	0.399906	0.978306	0.233314	0.392795	0.339156	0.161515	0.01237	0.644529	0.400626	0.794441	0.221445
PLBD1	0.676492	2.74509	3.69049	7.92819	3.99115	14.5961	3.44521	16.0718	4.24601	11.0612	2.47493	17.4681	9.18474	2.59011	2.81443
PLBD2	8.32249	20.2645	22.177	16.0084	14.1541	18.5202	17.3462	22.8804	16.9489	17.2608	7.90195	21.0421	16.0751	17.2477	11.7771
PLCB1	4.70487	3.43744	5.12971	6.35372	8.70787	1.21371	8.97482	7.44717	8.33888	2.11921	13.6488	2.9208	3.79781	3.29809	9.11994
PLCB2	0.712376	1.53485	1.87214	3.42017	2.14323	7.24193	2.17102	5.81993	1.32149	11.5864	14.5175	6.48498	3.81319	1.06197	0.893304
PLCB3	7.02461	14.7003	9.78799	6.44894	3.85201	5.44448	3.04521	10.1918	7.30354	10.4943	3.07226	8.29762	7.25368	8.44824	6.94766
PLCB4	0.422221	4.36919	6.3014	0.007976	1.27047	2.31377	3.81337	0.29859	3.93373	0.00435	0.02575	3.9982	0.010712	3.50503	3.36495
PLCD1	0.410752	0.602315	0.840056	0.7787	0.580823	1.39868	0.468298	1.43203	0.774325	0.474528	0.419898	1.55206	0.769189	1.4021	1.38678
PLCE1	0.807953	1.32051	0.000217	1.00143	0.830754	1.50882	0.248263	0.432543	0.313438	1.66807	0.040673	1.43668	0.815531	2.39773	2.90099
PLCG1	29.8298	46.1706	28.4584	13.508	34.5934	31.3371	19.5782	21.7748	51.0797	48.7965	32.209	32.1515	28.1314	27.0363	41.6449
PLCG2	2.71362	10.5035	5.84467	9.64177	2.87894	8.73752	3.9046	33.613	1.28764	2.11452	91.6851	7.45343	4.13671	4.53953	3.87234
PLCH1	2.34416	0.437757	0.830742	0.147317	2.3847	1.07822	1.28873	0.760918	3.81177	0.919469	0.87637	5.02472	1.14033	2.58318	1.2306
PLCL1	1.42519	1.38538	7.83839	4.66409	8.77371	2.09917	0.95293	6.08801	1.19731	0.411775	1.41549	2.19481	1.47642	8.92419	3.28675
PLCL2	5.54854	6.63987	6.39443	8.48705	5.14999	11.3731	2.80898	3.06265	5.41749	4.39277	8.02486	4.75947	9.27362	6.06857	11.2553
PLCXD1	0.52509	2.40749	4.38859	5.55471	2.70924	1.83916	3.31305	1.80336	3.72534	7.99316	2.35555	2.96962	3.10184	2.03219	2.35456
PLCXD2	1.11472	0.546388	0.638321	0.244425	4.46978	1.37209	0.871331	0.083801	1.72269	1.61089	0.429285	0.542294	0.896455	0.059075	0.943693
PLCXD3	5.30857	0.453958	0.545045	0	0.813399	0.094254	0	0.104224	0.321165	0	8.04965	0.097951	0.064881	0.62457	0
PLCZ1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLD1	0.286789	0.087473	0.043299	1.38316	0.428359	0.613715	0.376727	0.392533	0.384207	0.632114	0.633681	0.191765	0.19306	0.019334	0.031745
PLD2	3.13314	4.76406	5.27989	5.02621	6.79983	6.29553	6.17744	5.52635	7.56917	9.70735	4.84929	8.27132	6.64946	7.29311	5.64797
PLD5	1.40734	1.87483	5.8374	7.45661	5.26946	0	0	0.144889	7.40293	0	0	0	2.81551	0	0
PLD6	1.82588	2.07713	1.58671	1.53322	6.50912	1.30907	3.70486	5.3818	3.44297	0	16.6393	2.11531	1.98962	1.83568	0.908455
PLEK	0.919838	4.03499	3.48612	15.0379	4.48803	28.2586	8.31933	18.826	3.0589	3.09909	2.61562	15.4882	19.2787	1.80223	2.50228
PLEK2	3.80703	18.5003	7.71274	21.2304	18.5707	2.85435	12.7522	6.8626	11.1999	0.482045	0.624286	5.40667	10.4672	12.4929	7.73167
PLEKHA1	7.54079	3.57133	0.721272	13.1606	10.3085	6.32747	7.60136	2.45065	12.3411	2.93845	13.4843	5.21883	7.19996	30.6574	2.86705
PLEKHA3	7.06452	5.53573	8.28624	7.97853	4.45261	4.81921	7.08611	7.59374	8.36891	5.96427	6.98803	5.10956	4.16513	6.95296	10.3928
PLEKHA4	0.241685	0.503184	1.27298	2.1677	1.13244	4.91944	1.38805	2.4989	1.01782	0.606353	1.85738	3.96867	3.12974	2.44594	1.3412
PLEKHA5	4.57757	11.1057	4.67407	7.27946	8.66856	11.2381	4.88875	0.003596	10.1076	26.8248	0.002431	8.59382	7.76509	0.004594	6.88444
PLEKHA6	1.03514	1.39407	3.45644	0.929594	0.238905	1.08617	3.65831	0.794922	0.18289	0.179958	5.28781	1.78645	0.325816	0.351002	0.464482
PLEKHA7	7.14695	6.02277	6.40282	5.2898	3.13603	2.61545	6.14493	13.5548	10.046	8.97377	4.88006	8.22527	6.23765	4.68595	7.65479
PLEKHA8	0.002532	0.005164	0	0.002551	0.073338	0.152463	0.104737	0.150105	0.159688	0.002117	0.001447	6.00E-06	0.054998	0.086027	0.003802
PLEKHB2	7.71853	20.5538	10.1753	4.45544	15.8759	4.10653	12.1888	35.0283	2.37918	4.58871	9.98897	5.46648	2.19076	2.11546	0.204186
PLEKHF1	0.572826	0.496216	2.41074	2.71106	2.30485	3.19362	1.61505	2.33983	0.806613	1.36453	0.643086	4.66012	4.40436	3.14173	1.5345
PLEKHF2	9.45766	6.74394	9.73089	20.3138	6.02573	14.8539	11.8956	20.4768	8.14316	14.384	5.61296	7.5651	9.34631	10.7794	11.0336
PLEKHG1	4.03369	3.34171	0.782904	2.12181	1.46449	2.19374	1.9946	11.0717	1.26876	0.843032	0.483113	3.57447	2.81941	5.3489	6.34786
PLEKHG3	5.13646	4.13785	4.89466	5.56918	5.62502	1.98562	5.90692	4.93585	7.35364	1.74497	4.32238	4.14114	4.96079	6.47865	3.69062
PLEKHG4	2.04062	0.760572	1.36234	1.0541	0.443151	0.906989	0.56927	1.98988	1.08577	1.62895	1.01792	1.64611	0.739993	2.69796	0.920823
PLEKHG4B	8.05606	6.48088	5.94201	10.1356	18.2386	8.37783	13.049	1.70313	6.51853	1.32966	6.94553	10.3587	9.21122	14.1317	16.5711
PLEKHG5	47.8314	14.9287	1.75203	1.15034	7.02999	7.86901	2.19196	18.248	18.1197	0.262199	7.1626	18.79	7.64365	24.7717	3.204
PLEKHG6	0.290865	2.32698	1.10832	2.44463	1.40811	0.000442	1.13993	0.000563	2.82342	1.64364	0.570603	0.799743	0.090152	1.94755	0.268891
PLEKHG7	0	0	0	0.113154	0	0	0.377064	11.3804	0	0	0.073074	0	0	0.268339	0
PLEKHH2	1.01785	2.51694	2.48771	6.20896	7.13129	1.55879	5.21664	3.62656	1.7623	2.09475	0.280749	4.56996	6.56027	6.45884	5.31075
PLEKHH3	13.0737	15.0157	22.7289	5.68291	26.5276	8.45171	17.9922	8.75099	33.5229	8.58402	14.9503	20.1917	11.3441	18.2824	19.2747
PLEKHJ1	108.78	119.554	110.859	32.252	134.331	33.4576	40.098	29.5001	82.4388	59.8629	69.6657	93.918	160.692	113.293	60.6744
PLEKHM1	4.65518	2.46453	5.47706	7.33495	3.46789	5.18604	4.78573	6.57962	5.15085	4.17064	5.21196	6.61693	6.59399	6.9429	5.18336
PLEKHM3	7.09726	7.0747	5.74959	3.31339	5.69855	5.47892	3.72158	3.73617	10.5186	6.09606	1.70405	4.92419	2.65315	6.22286	5.08303
PLEKHN1	0	0	0	0.035318	0	0.185833	0.135401	0.124056	0	0	0	0.302392	0.048662	0.269042	0
PLEKHO1	18.532	20.2973	32.293	18.7861	25.0459	44.0952	25.758	24.0897	25.4281	34.0939	34.8517	41.2059	32.4129	29.0672	30.6169
PLG	0	0.097799	0	0	0	0	0	0	0	0	0	0	0	0	0.09089
PLGLB2	0.00985	0.135383	0.009724	0.054384	0.439041	0.260484	0.038059	0.177124	0.34017	0.019853	0.38557	0.057647	0.038376	0.079957	0.210587
PLK1	27.0676	42.4195	39.6613	26.1113	29.3537	15.1594	28.3951	47.6833	49.6317	58.0298	47.2458	42.2167	29.4106	34.2138	44.023
PLK2	5.35822	10.0191	5.01675	7.00567	7.88174	10.8025	7.01243	19.0785	3.9931	11.2559	8.09455	7.80509	5.90748	6.54253	11.1966
PLK3	4.19863	2.2979	7.59517	5.95852	5.9621	5.31564	5.3795	3.77632	4.91677	2.4666	2.33634	5.98478	10.7715	5.68736	2.79475
PLK4	7.76208	15.0387	5.83101	6.61382	7.98396	6.45409	7.80495	11.3387	12.0412	6.1618	9.85906	9.40613	4.09665	6.73432	9.36767
PLLP	3.57563	4.27105	2.73558	3.24293	2.62051	3.4468	3.55728	21.11	7.42239	0.532916	0.467235	18.7035	11.701	31.6916	14.654
PLN	0	0.229182	1.05916	2.82542	0	4.05425	0.085126	0	2.78794	0	0.825829	4.06557	2.73623	0.96558	0.566281
PLOD1	35.1327	30.2922	43.7528	63.1852	21.0014	48.3447	30.6367	25.7302	35.5284	45.6505	12.7481	31.8395	33.0877	43.9612	61.3967
PLOD2	18.3738	17.9443	41.1516	112.765	16.9098	14.5201	11.3462	9.01554	25.3907	14.6152	2.01895	13.469	15.6501	32.8786	16.6379
PLOD3	6.74766	9.70609	26.1013	24.7857	20.6628	21.4974	17.0485	11.0444	22.9069	16.5006	20.9055	14.0673	17.7865	40.4905	18.2196
PLP1	0.109162	0.816572	0	0	0.376681	1.09632	0.292763	0.252931	0	15.9064	0.131396	3.19339	0.27027	0.197243	0
PLP2	198.134	119.148	257.732	165.492	272.475	96.6656	159.557	111.72	269.476	53.0075	27.9324	122.794	307.133	155.286	169.694
