Gene	length
SLC30A7	85668
ZNF281	5086
ARPC5	14938
CADM3	31699
NLRP3	32953
ZNF496	34453
TRIM58	22952
SLAMF9	2746
OR2M5	939
KCNJ9	9026
IGSF8	7490
DDR2	156543
PEA15	9989
PEX19	8343
NCSTN	15567
VANGL2	28107
SLAMF6	38220
OLFML2B	41274
FCRLB	6600
FCGR3B	8768
KLHDC9	1986
C1orf74	5352
LMX1A	154849
LRRC52	19958
FLVCR1	41089
FAM71A	2302
ATF3	55444
RBM15	7359
DENND2D	18570
TDRD5	99660
IER5	4201
SNED1	96949
BPNT1	32372
SPATA17	240353
C1orf115	8791
ACP6	28618
WDR64	150497
KIF26B	554448
TFB2M	25701
CNST	102140
KLHDC8A	21026
PM20D1	22108
PKDCC	10497
OXER1	1763
HAAO	25495
B3GALNT2	57248
MAPKAPK2	49377
IL20	3415
IL24	6697
PIGR	17945
FCAMR	12659
CAPN2	74426
MRPL55	2634
WDR26	49652
REL	50039
PUS10	78033
PEX13	34271
KIAA1841	72162
TRIM17	8948
RFTN2	107364
DISC1	414483
CAPN13	84676
LRRTM1	2875
MEMO1	149761
DPY30	28157
KCNF1	2292
ARL5A	29625
KCNJ3	159772
NEUROD1	4560
FRZB	33364
DUSP19	21262
NUP35	44195
CCDC138	98728
ZSWIM2	21696
FBXO41	29797
ACTG2	26858
SMC6	90018
VSNL1	116468
CCDC74A	5992
SLC16A14	33943
TEKT4	5394
EN1	5478
SGCB	17625
SPATA18	45996
NOSTRIN	78801
SGPP2	138634
INHBB	5668
XIRP2	371267
BBS5	27162
SMARCAD1	83685
HPGDS	44302
PDLIM5	216371
PDHA2	1372
RPRD2	112456
ANKRD23	6110
CTSS	35591
MSX1	4272
PACRGL	32100
BNIPL	11135
C1QTNF7	106180
TNFAIP8L2	3101
LYSMD1	6155
SCNM1	4153
TMOD4	5995
VPS72	13894
ERCC3	36855
RNF149	33101
IWS1	45678
BOLA3	12513
CDC42EP3	31006
S100A11	4499
LCE3D	1136
SMCP	6726
IVL	3342
SPRR3	2110
DHX57	78205
SPRR2D	1389
BMP10	10489
PGLYRP4	18722
ARHGAP25	92023
S100A9	3170
S100A12	1911
TGFA	106543
TDRD10	45929
CCNYL1	44635
FZD5	7309
CRYGC	1692
DCAF16	10103
C1orf189	7249
NPPC	4588
GNPDA2	24840
ALPP	4139
GABRG1	88286
GABRB1	394881
PAQR3	27561
NIPAL1	23402
ALPI	4601
ANTXR2	172327
HELQ	48541
MRPS18C	6241
CGGBP1	97917
GPR155	55518
DAPL1	20674
PMVK	17919
PBXIP1	12020
CLDN1	16740
PYGO2	4757
HIPK1	48546
LENEP	736
DCST2	15255
DCST1	17125
COL6A3	90196
YY1AP1	29591
KBTBD8	12904
LMOD3	15724
SLC22A15	93542
CCKAR	9089
IGFN1	38129
ATP1A1	31531
SLC15A2	49788
EIF4E3	79360
PROK2	13494
LRRC58	24846
FSTL1	58700
LMOD1	50093
ELF3	6597
PDCL2	35727
TMEM183A	17482
TMEM169	20918
IGFBP7	79613
TRIM46	11185
KRTCAP2	3921
CXCR1	4122
ARPC2	37160
CCT3	29455
TMEM79	8119
SSR2	11904
RNF25	8111
STK36	30630
ADORA1	39680
SRGAP2	121587
NEK10	258558
CCDC141	220381
FEV	4098
CRYBA2	3233
IHH	6498
EOMES	6767
CWC22	62422
AZI2	27778
TGFBR2	87641
RETNLB	1645
ANKZF1	6874
HDAC11	26111
FCRL4	24339
TRAT1	32220
FBLN2	89280
GLB1L	8847
STT3B	104692
CHCHD4	12794
DPPA2	22730
NFASC	194171
FCRL1	25718
SERPINI1	89926
CLASP2	222010
SUCLG1	35753
NUAK2	19683
SPTA1	76012
PRKCI	83554
MNDA	18152
PYHIN1	45508
IFI16	55176
AIM2	14418
EFHB	67512
EIF5A2	20220
SLC2A2	30374
RPL22L1	5321
FABP1	5081
PPM1L	322672
ICA1L	98616
CTLA4	6195
ICOS	24815
RYBP	72031
PPP4R2	72459
CD200R1	53899
GTPBP8	10986
CADPS	477069
NKX6-1	4952
CDS1	68208
WDFY3	297144
COX18	17355
PTPN13	220862
SYNPR	338617
ALB	17196
C4orf36	16218
THOC7	30054
ATXN7	138906
PSMD6	13462
PRICKLE2	175938
ADAMTS9	172347
PPM1K	26942
CLRN1	46433
GMPS	73371
TIPARP	32181
CCNL1	14259
PTX3	6784
HESX1	2141
DCLK3	27440
SLMAP	172758
RPL9	4825
RPP14	18453
ABHD6	57235
DNASE1L3	18716
C3orf67	308017
RBM47	207315
APBB2	404516
IL17RE	13791
IL17RC	16548
CRELD1	11573
PRRT3	6867
PCOLCE2	71210
MTMR14	52889
TTC14	16167
CXCL3	2101
CXCL5	3036
PPBP	1752
PF4	1300
MTHFD2L	144992
CXCL1	1916
RCHY1	35394
PLSCR2	62704
CCDC158	94267
CPA3	31908
GYG1	36262
HPS3	44095
TM4SF18	15139
TOPBP1	61704
RYK	93609
SNRK	64632
TCF23	7971
DNAJC5G	6067
UCN	1046
ZNF513	3500
SLC4A1AP	31510
PLB1	148082
SPDYA	39777
KIAA1143	12876
KIF15	91463
TGM4	40383
WDR43	53553
ZDHHC3	60914
CDCP1	64102
CLEC3B	9769
SLC6A20	41088
LZTFL1	92409
FYCO1	77922
CCR1	6603
RTP3	2975
LRRC2	50918
FBXO40	36917
DTX3L	10866
ZNF148	149686
NMNAT3	117871
ZMYM6	45781
TPRA1	27000
YEATS2	114828
GRIK3	238989
ZC3H12A	9798
MEAF6	24807
SNIP1	19845
DNALI1	9918
POLR2H	6882
KLF15	14774
CAMK2N2	2341
LIPH	46327
TMEM41A	9435
RPN1	30850
SENP2	47257
HEYL	16209
IFT122	80472
RHO	6706
RFC4	16804
RPL39L	18549
BAP1	9001
TKT	31408
PRKCD	31509
RFT1	41953
SFMBT1	142502
GNL3	8578
PBRM1	140547
ARHGEF3	351849
SLBP	19589
LRPAP1	28811
ZDHHC19	13949
UBXN7	84766
RNF168	34986
PIGX	23631
OTOP1	38169
S100P	3293
ABLIM2	193487
CLDN19	7162
C1orf50	12243
ERMAP	27870
ZNF691	5905
AIMP1	33616
SGMS2	90483
METAP1	67089
DNAJB14	50371
EMCN	122682
BDH2	22243
PGRMC2	18572
CDC25A	31272
CAMP	1991
ZNF589	29887
FBXW12	22482
PLXNB1	26235
CCDC51	7947
ATRIP	20904
SHISA5	33063
SPRY1	6961
BSN	117073
APEH	9621
INTU	93781
RNF123	31973
HSPA4L	58938
MFSD8	48232
CAMKV	11918
MON1A	21144
MST1R	16872
RAD54L2	129942
TEX264	33149
GRM2	11546
DUSP7	7653
POC1A	79198
PPM1M	4841
WDR82	24216
PITX2	24701
C4orf3	8027
PRSS12	72966
NDST3	224149
HMGB2	2983
SAP30	6579
SCRG1	134444
HAND2	4139
MAD2L1	11226
ANXA5	29035
TMEM155	6471
ADAD1	50774
MAP9	34308
FBXO8	47010
HPGD	32722
ASB5	55550
C4orf45	142096
TMEM144	44931
NPY1R	8635
NPY5R	8088
NAA15	89880
IL15	97405
FAM160A1	261328
ARFIP1	132404
HHIP	99116
ANAPC10	103967
ABCE1	31214
OTUD4	46940
LSM6	15818
TMEM184C	19325
ITGA2	105428
MOCS2	14079
SLC45A2	40071
EDIL3	444326
TMEM161B	80564
ELOVL7	92486
NDUFAF2	207822
ZNF474	24024
LMBRD2	53481
RANBP3L	54990
NIPBL	189645
RNF180	207027
SLC25A46	27012
STARD4	16565
PGGT1B	58866
F2RL2	7922
CCDC112	29465
CMBL	30308
PRRC1	37446
F2RL1	16286
AGGF1	34831
WDR41	61384
PRDM9	20989
NDUFS4	122700
SCGB3A2	3481
SPINK1	14652
HTR4	186030
ESM1	7727
GRPEL2	9085
CDC20B	60207
ARSK	50002
RHOBTB3	65026
GPX8	7127
TIGD6	7537
SPZ1	1841
SERINC5	144820
ENPP6	129168
CAGE1	63084
CASP3	21780
ERAP1	47379
ERAP2	43778
CMYA5	110387
EGFLAM	206922
TMEM174	1951
CARTPT	1771
RICTOR	136480
EBF1	403997
ANKRA2	13450
UBLCP1	22747
FAM170A	6265
UTP15	17638
TLR3	15944
KLKB1	30965
NSA2	12865
GFM2	45912
TERT	41921
SLC6A18	20809
CCDC127	21286
FOXQ1	2661
ACSL6	62096
IL3	2550
CSF2	2382
SHROOM1	8507
GDF9	5704
UQCRQ	2206
LEAP2	1379
GJB7	46299
SLC35A1	39415
GRIK2	671098
FABP7	34877
TLX3	2892
TXLNB	51938
CITED2	2842
DCBLD1	87255
SFXN1	51183
SAMD3	221554
TMEM200A	76787
IL22RA2	29825
DACT2	26948
PDSS2	307003
STXBP5	186119
IL31RA	71494
ANKRD55	133651
RAET1E	12685
PI16	16575
TBX20	51670
DAGLB	38897
KIAA0895	66206
STK17A	44272
TRA2A	27262
GALNT10	230252
SAP30L	15057
RPS14	7105
HCN1	441433
MYOZ3	18528
COG5	362771
NEUROD6	3262
GPR85	7366
SLU7	17441
RP9	14608
PTTG1	6885
CAMLG	13610
BMPER	251513
RELL2	4115
KCNK5	40505
KIF6	395419
ZNF12	18515
SLC29A4	23920
STEAP1	10359
CDCA7L	45001
SP8	4607
MIOS	42261
KIAA1324L	182749
USP49	97731
SYTL3	114863
IQUB	82403
HEY1	3854
ZNF704	246331
FABP5	4240
SHH	12484
TAGAP	10685
COL1A2	36333
FNDC1	102709
CHMP4C	27068
SLC13A4	46956
PGAM2	2841
BRI3	11278
LMTK2	102777
CTSB	25564
SOX17	2958
DLC1	521260
ADCY1	148749
C8orf48	1420
SUN3	41960
C7orf57	25787
HNF4G	159186
PEX2	20787
RAD21	28843
SLC30A8	226498
MED30	19550
TNFRSF11B	28329
PHKG1	12714
EN2	6703
KCNV1	12136
CSMD3	1214012
DEFA5	1436
DEFA4	2487
DEFA6	1380
OSGIN2	26001
DEFB1	7345
SUN1	58292
OXR1	482517
TMEM74	8621
GPR146	14716
UNCX	4455
TMEM184A	13971
NOS3	23572
SPAG11B	15917
MICALL2	25112
CA3	10182
INTS1	34113
CDK5	4083
SLC4A2	18328
SLC7A13	16319
FASTK	4263
TMUB1	2409
GBX1	18960
PHAX	26306
ALDH7A1	53379
FOXK1	89148
COX6C	15843
OSR2	7702
YWHAZ	36860
BAALC	89581
FZD6	34373
CTHRC1	11452
SLC25A32	16470
DCAF13	28068
TP53INP1	23407
INTS8	58460
FREM1	176330
GEM	13067
PDP1	9146
TMEM67	63276
C9orf24	18792
SNAPC3	43860
NUDT2	14208
TMEM65	61782
PSIP1	46954
UBAP1	73519
DIRAS2	32993
SYK	96950
NIPSNAP3B	13636
ABCA1	147150
NFIL3	15582
LETM2	23087
METTL2B	26196
PRKACG	1595
FXN	43325
ZMAT4	367237
NKX6-3	5641
TMEM71	50642
MAMDC2	183125
PRSS37	5208
CPA6	324323
C8orf34	488651
TMC1	314551
ALDH1A1	52383
KDM1B	68433
HGSNAT	62392
RASEF	83553
GKAP1	78417
KIF27	87446
C9orf64	18676
HNRNPK	12700
SVEP1	214494
TRPV6	14530
ANKS6	64547
FBP1	37117
ZHX1	26038
CYBB	33403
DYNLT3	8736
MID1IP1	5101
CXorf58	31502
KIAA1958	182571
PTCHD1	69526
RNF183	6284
ASB11	33944
PCDH19	118630
PIGA	16104
OR1Q1	945
OR1K1	951
STRBP	146970
CLDN3	1274
GAPVD1	105382
WNK2	135643
ATP7A	139740
ZNF367	32430
NLGN4Y	323039
HDX	184576
NDUFB6	20159
AQP7	19378
NOL6	12591
AQP3	6434
VCP	16605
PIGO	7914
STOML2	3420
BRWD3	140375
SLITRK5	7002
MELK	104822
ARMC3	110500
OTUD1	3113
ARHGAP12	123479
FAT3	671440
HECTD2	105595
SLC7A3	5518
FBXO33	36128
GPR101	1527
CLDN2	30698
LRFN5	297694
LRRC18	4753
WRN	142329
TSHR	190686
CFL2	5481
SUGT1	48074
GTF2A1	45939
ZCCHC24	63300
PGM2L1	68118
PHYHIPL	71128
SLC16A9	59316
FOLR2	5157
INPPL1	14381
PHOX2A	5100
MBL2	6321
GJB2	5469
CRYL1	122207
REEP3	103728
HEPACAM	16843
SKA3	22958
PCF11	30321
PKNOX2	198353
RPL10L	772
RPL36AL	2097
MAGEC3	59517
ZNF22	4404
KLHDC2	18233
EML5	180523
RPUSD4	9599
ARF6	3973
TTC8	56429
TMEM63C	77698
NGB	5822
CDX2	8451
AKR1E2	21886
KBTBD6	5234
SSX5	10576
SSX3	10277
OTX2	10575
FAAH2	202520
NUDT5	30817
DACT1	10360
OXGR1	9012
UCMA	12609
BEND7	87927
PRPF18	43895
TAF3	198127
VDAC2	21295
SOHLH1	6075
COMTD1	2317
SLC18A2	38317
PDZD8	98167
ZNF503	3935
QSOX2	39480
NSD1	167135
PRDX3	11093
ENOX2	279939
GHITM	14060
CLEC1B	6240
SNAPC4	22869
PMPCA	13189
FRMD7	51035
TSC1	53268
GFI1B	46143
HPRT1	40504
ZMYND19	8432
STOX1	67926
RET	53283
DDX21	28899
BMS1	52143
STK32C	124389
OR4K2	945
FUNDC2	33461
SLC39A2	2579
NDRG2	54110
RNASE7	1872
ZNF219	14659
C12orf50	49367
CASP7	51748
BTNL9	21256
METTL3	13201
SALL2	16025
PRAP1	5311
TRUB1	39482
CYP2C19	92867
ZFYVE1	57656
C10orf82	8072
HSPA12A	178531
FRAT1	2645
UBTD1	72283
ANKRD2	11444
E2F7	44319
ARHGAP42	306654
ISCA2	3342
PACSIN3	8913
TTC7B	291867
SLC39A13	8006
PSMC3	7705
RAPSN	11374
AGBL2	55779
TC2N	87791
CPSF2	50177
MOAP1	2699
IFI27L1	21400
IFI27	5946
SERPINA12	30566
CLMN	137969
PDZRN4	386426
SLC6A5	59678
CCDC38	75567
NELL1	906136
PTER	76803
C1QL3	8146
CACNB2	403134
ARL5B	22209
KCNC2	169762
TAF1D	5929
ABTB2	207024
AMOTL1	108392
HTRA1	53355
LIPC	137854
CEP57	42233
TCP11L2	44271
PASD1	113065
SPRED1	104414
TMCO5A	60397
GPR176	121259
JAM3	82930
IL25	3595
CMTM5	2727
GLB1L3	43186
ADAMTS15	27672
SVOP	157357
SPATA19	4883
GPT2	46928
AMN	8187
RAB8B	78171
IKBIP	31367
RPUSD2	5651
HIF1AN	24056
NDUFB8	6195
ZFYVE19	7996
PPP1R14D	13258
SPINT1	14160
FBN1	237483
AVPR1A	8443
C16orf78	25628
DEPDC4	26871
TPTE	84757
LRTM2	16486
BRD7	53032
CKB	3164
TRMT61A	7878
BTRC	203289
POLL	9389
BAG5	6271
DPCD	21342
LARP6	25028
API5	32534
ASPG	29883
ZNF319	5191
HPS6	2688
SENP8	26713
NOLC1	11696
ALKBH3	39444
COPS2	32873
GABRB3	230212
SPIC	11662
SGPL1	65238
FRS2	109406
CCT2	16112
PCBD1	6286
ARIH1	128658
C16orf71	14860
SCN3B	25421
COX11	8233
ZNF202	17747
STXBP4	204868
CYYR1	107071
CUL5	98865
C2	47890
PLEKHF1	10017
TMEM100	12455
ANAPC16	19861
SMPD1	4523
APBB1	24329
SYNPO2L	11144
NUDT13	21454
C11orf65	159011
TRIM44	155235
ILK	7168
TAF10	5924
TPP1	6655
DCHS1	34480
NETO1	125674
CYB5A	41118
USP54	128444
RAG1	11750
POTED	31409
C11orf74	64799
WDR88	43686
OR10A5	954
OR2D2	927
ATP9B	308890
PPFIBP2	140001
MOGAT2	15116
CYB5R2	9164
SERPINB7	52330
KIAA0355	101018
SERPINB8	49699
TUB	67475
RIC3	62970
LMO1	44479
IDH3A	22584
WDR72	245923
CRABP1	7873
PLD4	12907
ZMAT1	49739
XRRA1	108862
TRIM66	46800
RNF169	93565
RPL27A	7081
CDYL2	206692
TMEM130	23525
PRTG	131609
CENPN	26610
ATMIN	11509
C16orf46	23771
TMEM41B	33940
PKD1L2	80457
LEO1	33777
ZNF143	67560
TMX3	41421
MFAP4	3746
WEE1	16316
MAPK7	5824
PRKCB	384629
NDST2	9683
MCM7	8670
CLEC3A	9554
CCDC68	57953
CLEC4E	7601
ZNF3	17887
CLEC4D	8864
ZSCAN21	15267
RIMKLB	95515
A2ML1	54167
TK2	42410
TMED3	102825
SLC38A8	32491
SEC11C	18949
CPLX4	23248
GALR1	28053
TMEM135	290891
IQCD	25649
NDEL1	32280
CENPV	10933
CDH16	10764
RRAD	3858
HSP90B1	17517
MC4R	1714
BLCAP	10515
SERPINB12	13168
CHRFAM7A	32422
ATF7IP2	97578
MMP10	10127
TMPRSS5	18828
COG1	15453
PLEKHA7	237118
ZNF606	26294
ZCCHC18	3320
B2M	7361
ZNF592	57854
CASC4	127040
HTR3A	15206
NNMT	55731
ACSM1	74552
AP1G1	79835
SLFN5	30584
CATSPER2	20342
SAAL1	25791
YPEL4	4858
PPIB	7341
LDHC	39746
LDHAL6A	23746
FAM111A	12294
KIF7	27491
LDHD	4913
PLIN1	15001
PEX11A	9220
TMEM170A	21636
MESP1	1443
ANPEP	29959
SCNN1G	34139
RBPMS2	35699
NAV2	770877
ANKDD1A	46933
GLYATL1	51677
C18orf54	24129
DCTN5	36007
TERF2IP	9660
PLK1	11479
CLPX	37124
GPR182	3956
ZBTB39	7711
CACNG2	141988
TAC3	6530
MYO1A	22682
CHP2	3910
OR4D6	945
NAB2	6363
VPS39	49595
STAT6	15955
PATL1	32322
ELFN2	59515
STX3	50503
MRPL16	4639
PIP4K2C	12227
MTMR10	52688
YWHAB	22828
C15orf48	2921
SCG5	55486
GREM1	27103
TSC22D4	12696
MS4A6E	6087
MS4A7	17470
MS4A14	21743
MS4A5	18221
DIS3L	40590
CCNDBP1	11775
EPB42	23899
TGM6	51853
SMAD3	129568
MS4A15	19867
MAP1A	14004
RCCD1	8250
AKTIP	12265
MAPRE2	166543
TCP10L2	12290
MBD6	7325
CNPY4	5875
PDIA3	26841
NUDT21	22200
NKX3-1	4242
SGSM1	121368
DUSP18	15825
TEF	31996
MEI1	99952
B4GALNT2	44072
PBX3	220005
GNGT2	4338
PHB	10858
SNRPD1	21207
TTC16	15512
SUN5	20659
SAMD14	20121
PIP5KL1	9897
TMEM92	10080
FAM102A	40408
ACSF2	48688
GOLGA2	20124
TRUB2	17289
COQ4	11234
SLC27A4	20944
URM1	20698
CERCAM	18192
DOLPP1	9328
CCDC103	5662
ENDOG	4177
TBC1D21	15651
PRRX2	57028
UGT1A6	81631
C15orf39	10288
ISLR2	7429
SP2	32722
PRR15L	5917
COQ7	12482
GPRC5B	28158
CRK	35540
C16orf92	4403
GOLGA6C	14898
FBXO22	38634
TBC1D2B	82727
NOD2	39470
SNX20	15013
LOXHD1	179780
KATNAL2	131058
HDHD2	43091
ZNF91	37776
IGF2	20492
RNF214	53784
CDK12	73080
DPEP2	12091
POP5	2639
ENGASE	13667
CD3D	3752
TBC1D16	103530
MYO5B	372359
ART5	3811
ACAA2	31370
STIM1	237545
RRM1	44241
OR51E2	17683
TRIM68	9560
MMP26	4239
OR51B5	163139
OR51I1	1012
OR51Q1	1096
FN3K	15582
PRRT2	3689
ZNF23	14651
IRGQ	11769
ZNF226	12624
ZNF180	25915
PPP2R3B	52975
ZNF668	13394
ZNF646	9775
VKORC1	4158
GNG8	607
LPO	30093
CA4	9574
TPM4	35465
RAB8A	22346
GPX4	2786
MIDN	10591
JSRP1	4166
KLHL26	34694
GATAD2A	123130
MVD	11152
CDT1	5470
TRAPPC2L	5552
ANKRD11	222932
PROCA1	8692
RPL13	6173
ZNF641	16333
LALBA	2363
CACNB3	14462
DHRS13	5299
TP53I13	4882
CORO6	6668
RHEBL1	5304
TUBA1A	4530
TUBA1C	46582
ZNF610	31536
ZNF528	20553
ZNF701	16902
SERTAD3	3492
NCKAP5L	37262
RAB4B	18696
AQP2	8141
GPD1	7306
CYP2S1	14321
AXL	42544
NFKBID	14352
TMC4	13009
ANKRD33	3625
LAIR1	16931
TTYH1	21447
LENG8	12820
CDC42EP5	8234
LAIR2	7851
TMEM145	11756
ZNF526	7890
TRAPPC9	728711
KIR3DL1	14341
NLRP7	23997
ZNF146	24173
ZNF283	24697
PPP1R14A	5138
SPINT2	28043
C19orf33	756
YIF1B	12390
PSCA	2231
ATCAY	47398
LY6D	1658
DAPK3	12647
EEF2	9408
TMIGD2	10205
CHAF1A	40758
UBXN6	12789
PLIN4	16295
SEMA6B	17092
ZNF444	19607
NXN	180467
GLOD4	23023
MFSD3	2144
GPT	3033
KIFC2	7866
SLC43A2	59567
RILP	3717
SERPINF2	12430
WDR81	22077
SRR	21322
TSR1	14062
TRPV3	47311
HSD11B1L	7496
CYB5D2	14534
GGT6	3651
C19orf48	7161
KLK1	4642
KLK4	4387
KLK2	7135
KLK5	9736
KLK6	10961
KLK11	5756
KLK13	9467
ZNF83	78218
KRT80	23019
KRT1	5672
ACER1	27471
OTUB1	12568
RCOR2	5935
ANGPTL4	10216
CD320	6232
SPRYD3	15075
IGFBP6	4674
SOAT2	21050
ZNF558	26135
CABP2	4535
NDUFV1	5619
CDK2AP2	1666
NUDT8	2000
TBX10	8258
PRDX2	4978
OR8J3	948
OR5I1	945
ZNF232	17383
MIS12	4438
CD300C	5043
CD300A	18426
TEKT1	33737
TMEM88	1034
EVPL	20462
SRP68	33752
MGAT5B	81990
TMC8	12198
TK1	13126
TMEM68	34621
CYP7A1	9986
GSDMA	14765
KRT24	5762
GHDC	5408
SOST	5054
ZNF598	12168
RAB26	6022
MLST8	4000
E4F1	12255
DNASE1L2	2268
CASKIN1	19426
ABCA3	64848
KCTD5	26508
SRRM2	18775
ZNF597	11091
NLRC3	38372
SDHAF2	16643
DDB1	33655
VPS37C	31170
VWCE	37031
RAB3IL1	22984
BEST1	15165
FTH1	3350
BSCL2	17446
POLR2G	5131
SLC3A2	32752
ATG16L2	15225
C2CD3	158306
TRANK1	118236
TTC21A	31243
RPSA	5823
ENTPD3	41561
CTNNB1	40939
ULK4	715506
FADD	4240
LTBP3	19670
NAALADL1	13736
SAC3D1	3896
BATF2	9027
SLC22A11	16935
SF1	14241
MAP4K2	18297
CCDC88B	17331
SCARA3	42710
PBK	28194
SCARA5	122791
PNOC	26084
COPS6	3219
PAFAH1B2	32611
ANKS3	37868
NUDT16L1	2167
KIAA1586	8708
RAB4A	34833
OR1F1	18353
OR2B2	1212
KCNJ4	28874
SETD5	80540
VASN	11691
FAM83B	98329
THAP9	19320
OR2C1	1418
RNF187	8807
HOOK3	133558
MAPK1IP1L	18548
DDIT4	2113
RBPJ	115422
LMBRD1	123001
ZCCHC4	57610
PTGDR	9027
TTC39C	142714
GLYCTK	7430
GNG4	103070
UBTD2	74119
POLR2J3	34703
NKIRAS2	8066
DNAJC7	41005
KCNV2	12528
IRF2BP2	5257
PTF1A	1934
NT5DC2	10641
FOXI1	3838
KIF5C	250478
MGAT2	2683
BMI1	10386
THAP11	1876
MMADHC	18139
PDHB	6223
PXK	93238
PCMTD1	81612
KCTD6	10261
ACOX2	32055
FAM107A	63494
IRF2	86822
MOBP	48324
CX3CR1	18242
XIRP1	9381
INSM2	2891
DEGS2	15689
SCN11A	206181
ARF4	25982
FILIP1L	281370
MFSD2A	14857
DTYMK	11069
TAP1	8763
ING5	34788
ATG4B	36165
BDKRB2	39532
MLKL	29008
RFWD3	45479
MTNR1A	21913
KCNG4	18616
RHOH	55888
KLHL30	14280
COG7	64697
CDC40	51806
STIP1	19277
SCNN1B	78993
HR	16634
TXNDC2	3303
RAB31	154251
REEP4	3888
TNXB	68186
LGI3	9977
SFTPC	2682
BMP1	46955
ATXN2L	14190
PHYHIP	12650
CCDC110	26552
POLR3D	9469
FEN1	4328
GBX2	3151
SCGB1D1	3324
HEXIM2	9867
FNTA	29463
SERINC2	24902
MYL1	25025
CHRM1	12685
COL3A1	38374
GFRA2	98478
ING2	7372
CDKN2AIP	4429
SNRNP48	21770
TMEM223	2036
SLC20A2	123105
CRYGA	2850
DYNLRB2	10076
TMUB2	4979
ADAM29	59823
STAT3	75171
ZSWIM1	4040
NBPF9	215449
ADAM9	108289
ADAM18	145498
GDNF	27365
WFDC13	6780
AXIN2	33086
NDUFS5	8342
VWA3B	226133
ZNF30	18270
UGT3A2	31862
KCTD19	37310
SLC16A4	28232
IL7R	22713
TMEM208	2149
LRP1B	1899594
WFDC12	1041
AHCYL1	38978
DNAJC21	29406
PKIG	87257
NPNT	76201
CA7	9734
FAM178B	110696
TSPY2	2791
SEMA4C	10363
CNNM3	19115
GSTM4	9399
TET2	133119
CXXC4	26587
TCTN2	37287
SHOX2	10153
PPIP5K1	56792
TSPAN5	188245
ABHD15	6491
ZBTB5	27349
CHTF8	14579
ADAL	23898
LCMT2	6925
SNTB2	121906
IL12A	7185
ZNF507	42058
STX18	123376
ZBTB49	31533
GFM1	48045
OR13J1	939
HTR1E	79152
FSTL5	780143
DDX19A	26555
ATOH8	37393
SOX14	2020
ANKRD49	5595
SFTPB	11435
USP39	37182
TNIP2	14689
C2orf68	6813
TMEM150A	4153
RNF181	1964
VAMP5	8976
BTNL3	17882
LRRC28	139249
MAT2A	6114
PLA2G4F	17603
ENHO	1948
ZNF608	108196
INPP5D	191498
LETM1	44678
CTRB1	5937
CTRB2	3059
TRIM49	10921
TMEM129	5406
PPIC	13476
SPRY3	169896
CEP120	78708
STXBP6	240644
TM4SF20	17269
MFF	32583
GRM5	559103
LGALS9	18373
JMJD7-PLA2G4B	20064
CPLX1	41173
SIGLEC7	11226
NTSR2	12018
E2F6	21803
FEM1B	18118
COMMD8	12944
UQCRFS1	7832
COL4A3	150169
MAP2K1	104672
KLK7	7586
HNRNPH1	20605
IRS1	67474
MECP2	76151
VCX3A	1501
UPF3A	24217
ZBBX	140011
ACTBL2	2794
ROR2	227628
AR	186599
DHRSX	281471
HSPBAP1	53833
ASMTL	50624
SLC25A6	5962
CHST14	2198
PARM1	116998
CSNK1G1	190649
FAM110B	155186
ARMC4	186912
AFAP1L2	109955
ZNF354A	19148
ATF5	5235
UBE2V2	56278
GOT1L1	5844
ZBTB43	33205
CPT1C	22624
PCSK9	25305
XPO6	113990
GSG1L	276187
MN1	53480
APEX2	8695
NSMCE1	43779
CCDC126	47327
IL13	4589
OR10G3	942
RAB3B	82745
OR6F1	927
CD2BP2	4536
RSPO1	23614
RGS14	14673
TBC1D10B	13393
LMAN2	20102
RAB24	2555
PRELID1	3151
THBS3	12394
CA5B	50142
EFNA1	7024
CXCL10	2380
SH3TC2	80913
CXCL11	2389
ZRSR2	32810
NMD3	32243
ADRB2	2042
B3GALNT1	21490
GPRIN1	14355
HSPB3	679
KCNAB1	418591
MRPL1	89956
SHE	22932
NR0B1	5185
PGM2	36251
STK32A	152830
IL1RAPL1	1369273
P2RY12	47970
C22orf15	2850
OR5AU1	1199
PDILT	45563
UMOD	19828
GP2	17940
SLC33A1	33404
SNUPN	28296
CRADD	217470
SIN3A	86437
ARL13B	75540
RNASE2	950
ELSPBP1	30523
RNASE3	946
PTK2	344180
RSPH10B2	44657
PTAFR	46771
PTPN9	116065
RNASE6	1200
NPR1	15305
KCNK9	86003
SCN9A	180803
RASSF6	49082
COL22A1	325807
SDC2	117978
CD52	2566
MMGT1	13476
SPRR1B	1698
SPRR1A	1734
OR4K14	933
OR4K15	1047
TM2D2	7702
HTRA4	14436
PLEKHA2	72568
CLIC4	98875
SLC38A11	57327
GPR183	12861
CRCT1	1527
CCDC8	3236
ZNF280A	6554
MUC15	13232
ZEB2	136039
GJB1	10004
PCBP1	1727
HINT1	6230
DTWD2	152474
VPREB1	730
CLIC3	1961
INO80E	9551
BNC1	28781
DFFB	28163
NFU1	41686
ANTXR1	236184
GKN1	6408
CKAP2L	28261
C15orf40	22677
PROKR1	11989
APLF	112578
RGPD8	65277
HIC2	34093
LUZP1	84836
DRD5	2376
BUB1	40536
SPNS1	9766
LRRC45	7847
CHRNA5	29750
MT1B	1319
AGPAT2	14315
ASPSCR1	39778
GP9	1645
FASN	19899
